BF	input	tot_perm	unique_perm	frac_unique_perm
7	2	2	1	0.5
7	2	2	1	0.5
4294967296	6	720	6	0.008333333333333333
1	1	1	1	1.0
4	2	2	2	1.0
2	1	1	1	1.0
2	1	1	1	1.0
2	1	1	1	1.0
2	1	1	1	1.0
2	1	1	1	1.0
1	1	1	1	1.0
1	2	2	1	0.5
1	1	1	1	1.0
1	1	1	1	1.0
2	2	2	2	1.0
1	1	1	1	1.0
1	1	1	1	1.0
21	3	6	3	0.5
7	2	2	1	0.5
1	2	2	1	0.5
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	2	2	1	0.5
4	2	2	2	1.0
1	1	1	1	1.0
1	1	1	1	1.0
16384	4	24	4	0.16666666666666666
2	1	1	1	1.0
1	1	1	1	1.0
2	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
68719476736	6	720	15	0.020833333333333332
1	1	1	1	1.0
1	1	1	1	1.0
2	2	2	2	1.0
4	2	2	2	1.0
1	1	1	1	1.0
22835963083295358096932575511191922182123945984	8	40320	70	0.001736111111111111
4	2	2	2	1.0
64	3	6	3	0.5
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
2	1	1	1	1.0
4293918719	5	120	10	0.08333333333333333
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
2136962901	5	120	60	0.5
32767	4	24	1	0.041666666666666664
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
7	2	2	1	0.5
7	2	2	1	0.5
7	2	2	1	0.5
2	2	2	2	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
7	2	2	1	0.5
7	2	2	1	0.5
1	1	1	1	1.0
4	2	2	2	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
63802943797675961899382738893456539647	7	5040	42	0.008333333333333333
1	1	1	1	1.0
2	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
7	2	2	1	0.5
1	1	1	1	1.0
7	2	2	1	0.5
13	2	2	2	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
253	3	6	3	0.5
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
2147483647	5	120	1	0.008333333333333333
1	1	1	1	1.0
7	2	2	1	0.5
1	1	1	1	1.0
7	2	2	1	0.5
1	1	1	1	1.0
7	2	2	1	0.5
112	3	6	3	0.5
7	4	24	6	0.25
1	2	2	1	0.5
1	1	1	1	1.0
11	5	120	20	0.16666666666666666
32	3	6	3	0.5
5	2	2	2	1.0
2	2	2	2	1.0
11	2	2	2	1.0
1911	4	24	3	0.125
7	2	2	1	0.5
1	2	2	1	0.5
1792	4	24	12	0.5
4177	4	24	12	0.5
2	5	120	5	0.041666666666666664
7	8	40320	28	0.0006944444444444445
4278091776	5	120	20	0.16666666666666666
1	5	120	1	0.008333333333333333
1	1	1	1	1.0
1	1	1	1	1.0
1	2	2	1	0.5
8	2	2	1	0.5
43	3	6	3	0.5
248	3	6	3	0.5
224	3	6	3	0.5
1	1	1	1	1.0
4	2	2	2	1.0
7067361300812372632775062749544357662112171006324022915496903362069135360	8	40320	3360	0.08333333333333333
4	2	2	2	1.0
4	2	2	2	1.0
224	3	6	3	0.5
1	1	1	1	1.0
224	4	24	12	0.5
56055639	5	120	30	0.25
7	2	2	1	0.5
239	3	6	3	0.5
2	1	1	1	1.0
4	2	2	2	1.0
4	2	2	2	1.0
5	2	2	2	1.0
511	7	5040	140	0.027777777777777776
16	3	6	3	0.5
4294967294	7	5040	21	0.004166666666666667
1	1	1	1	1.0
1	1	1	1	1.0
4294967294	6	720	6	0.008333333333333333
14	2	2	1	0.5
11	7	5040	42	0.008333333333333333
1	1	1	1	1.0
1	2	2	1	0.5
1	2	2	1	0.5
8	4	24	6	0.25
8323072	5	120	20	0.16666666666666666
4294967296	6	720	6	0.008333333333333333
4294967296	6	720	6	0.008333333333333333
1	1	1	1	1.0
1	4	24	1	0.041666666666666664
1	1	1	1	1.0
36352	4	24	12	0.5
8	3	6	3	0.5
2315255808	5	120	20	0.16666666666666666
737183007961463611	6	720	720	1.0
352075316098693581714548810747800604006750529760990979571007376725114880	8	40320	40320	1.0
1657324662872342528	6	720	20	0.027777777777777776
32768	7	5040	35	0.006944444444444444
511	4	24	4	0.16666666666666666
14	5	120	10	0.08333333333333333
224	4	24	12	0.5
23808	4	24	24	1.0
115792089048596568709576794286620023798975103008463750832961221407423084888056	8	40320	1680	0.041666666666666664
4973380328413462528	7	5040	5040	1.0
5189840767362702991940479493341184	7	5040	2520	0.5
4294901887	5	120	20	0.16666666666666666
965845508320	6	720	180	0.25
1	2	2	1	0.5
422902699743134220182677132551504313863011209594335043778443739136	8	40320	5040	0.125
16864513	6	720	180	0.25
174	5	120	60	0.5
286331199	5	120	60	0.5
106672174349946667297291504494282014720	7	5040	1260	0.25
4177065984	5	120	30	0.25
191564865678499776699786494496244395861221887549898752	8	40320	10080	0.25
1	1	1	1	1.0
1	1	1	1	1.0
2459584692173668352	6	720	360	0.5
1459617792	6	720	180	0.25
2	2	2	2	1.0
127	5	120	10	0.08333333333333333
8	5	120	10	0.08333333333333333
1	3	6	1	0.16666666666666666
1	1	1	1	1.0
1	1	1	1	1.0
7	2	2	1	0.5
983039	5	120	30	0.25
115366272597258316260547887632100945792720324937856815974363049662969129467904	8	40320	20160	0.5
9223650080152616959	6	720	360	0.5
128	3	6	1	0.16666666666666666
32768	6	720	15	0.020833333333333332
8454143	5	120	20	0.16666666666666666
54255130672889855	6	720	180	0.25
54255130672889855	6	720	180	0.25
7	2	2	1	0.5
7	2	2	1	0.5
11	2	2	2	1.0
79	3	6	6	1.0
32535	4	24	4	0.16666666666666666
1	2	2	1	0.5
7	2	2	1	0.5
112	3	6	3	0.5
1	2	2	1	0.5
1	2	2	1	0.5
2	2	2	2	1.0
13	2	2	2	1.0
7	2	2	1	0.5
7	2	2	1	0.5
1	2	2	1	0.5
1792	4	24	12	0.5
113	3	6	3	0.5
1	4	24	1	0.041666666666666664
1	7	5040	1	0.0001984126984126984
3937052840	5	120	20	0.16666666666666666
1	5	120	1	0.008333333333333333
1	2	2	1	0.5
8	2	2	1	0.5
113	3	6	3	0.5
236	3	6	3	0.5
168	3	6	3	0.5
4	2	2	2	1.0
84069766290319063501429952059231174656	7	5040	840	0.16666666666666666
4	2	2	2	1.0
2	2	2	2	1.0
224	3	6	3	0.5
32	3	6	3	0.5
2282225664	5	120	20	0.16666666666666666
111749543179121970143905265138585341660744073492701339573518389568615600881664	8	40320	5040	0.125
1298074639	5	120	120	1.0
42535944917699035850729493107960752640	7	5040	5040	1.0
547356672	5	120	10	0.08333333333333333
1073741824	7	5040	35	0.006944444444444444
21847	4	24	4	0.16666666666666666
1114128	5	120	10	0.08333333333333333
8736	4	24	12	0.5
28720	4	24	24	1.0
115792089237246260412777537609339037982592052644139017218773135554177154805840	8	40320	1680	0.041666666666666664
24198235331422444730697076048641693052887016977771326923554687	8	40320	280	0.006944444444444444
264822272367943413916564378013925376	7	5040	5040	1.0
1313589941067850378020798810709557248	7	5040	2520	0.5
18375811503391768371	6	720	120	0.16666666666666666
74470966807696362244302500000	7	5040	1260	0.25
1	2	2	1	0.5
454079695788324036288387401682929863080917166891511627055729985833379233792	8	40320	5040	0.125
17660906639377	6	720	180	0.25
50332418	5	120	60	0.5
14355442909253439	6	720	360	0.5
49711787642374052244669595648	7	5040	1260	0.25
4288728192	5	120	30	0.25
191564865678499776699786494496244395861221887549898752	8	40320	10080	0.25
750597074714794	6	720	360	0.5
67161088	6	720	180	0.25
2	2	2	2	1.0
17106181	5	120	10	0.08333333333333333
262144	5	120	10	0.08333333333333333
7	2	2	1	0.5
983039	5	120	30	0.25
115350370704174985568317088316403603941052943729967092927218676971945718710272	8	40320	20160	0.5
15372286730920910293	6	720	360	0.5
128	3	6	1	0.16666666666666666
18014398509481984	6	720	15	0.020833333333333332
1090453759	5	120	20	0.16666666666666666
3689278449219007283	6	720	180	0.25
864972533840019455	6	720	180	0.25
7	2	2	1	0.5
7	2	2	1	0.5
13	2	2	2	1.0
117	3	6	6	1.0
19935	4	24	4	0.16666666666666666
1	2	2	1	0.5
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
3	2	2	2	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
7	3	6	3	0.5
1	1	1	1	1.0
7	3	6	3	0.5
2	1	1	1	1.0
1	1	1	1	1.0
127	3	6	1	0.16666666666666666
127	3	6	1	0.16666666666666666
2	1	1	1	1.0
1	1	1	1	1.0
128	8	40320	56	0.001388888888888889
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
8	2	2	1	0.5
2	1	1	1	1.0
2	1	1	1	1.0
1	1	1	1	1.0
2	1	1	1	1.0
8	2	2	1	0.5
2	1	1	1	1.0
2	1	1	1	1.0
8	2	2	1	0.5
10786	4	24	24	1.0
28948022316069035524249681635781527154029528379274107344062340248112143007744	8	40320	168	0.004166666666666667
1	1	1	1	1.0
2	1	1	1	1.0
1	1	1	1	1.0
93	3	6	6	1.0
1	1	1	1	1.0
2	3	6	3	0.5
1	2	2	1	0.5
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
21	4	24	6	0.25
1	3	6	1	0.16666666666666666
261	4	24	6	0.25
1	1	1	1	1.0
7	4	24	6	0.25
259	4	24	6	0.25
261	4	24	6	0.25
1	3	6	1	0.16666666666666666
1	4	24	1	0.041666666666666664
259	4	24	6	0.25
1	5	120	1	0.008333333333333333
1	3	6	1	0.16666666666666666
273	4	24	6	0.25
7	2	2	1	0.5
2	1	1	1	1.0
1	3	6	1	0.16666666666666666
1	4	24	1	0.041666666666666664
1	1	1	1	1.0
19	3	6	3	0.5
1	3	6	1	0.16666666666666666
2	1	1	1	1.0
8	2	2	1	0.5
1	2	2	1	0.5
143165576	5	120	10	0.08333333333333333
150119686798814451247350485702370394112	7	5040	420	0.08333333333333333
32	4	24	6	0.25
127	3	6	1	0.16666666666666666
9187343239835811839	6	720	6	0.008333333333333333
2	2	2	2	1.0
1	1	1	1	1.0
1	2	2	1	0.5
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
91879764243261419208573132	7	5040	630	0.125
131082	5	120	30	0.25
315611487122873264169619797	7	5040	210	0.041666666666666664
1	3	6	1	0.16666666666666666
127	5	120	10	0.08333333333333333
481036337392	6	720	60	0.08333333333333333
481036337392	6	720	60	0.08333333333333333
1	3	6	1	0.16666666666666666
1	3	6	1	0.16666666666666666
1	3	6	1	0.16666666666666666
1	3	6	1	0.16666666666666666
1	3	6	1	0.16666666666666666
1	3	6	1	0.16666666666666666
352387329	5	120	30	0.25
7	3	6	3	0.5
1	2	2	1	0.5
119	3	6	3	0.5
365072220245	6	720	20	0.027777777777777776
16	3	6	3	0.5
1	2	2	1	0.5
2	2	2	2	1.0
95	3	6	3	0.5
113	3	6	3	0.5
24063	4	24	12	0.5
3074269696349569024	6	720	60	0.08333333333333333
5	3	6	3	0.5
10	3	6	6	1.0
10922	4	24	4	0.16666666666666666
2	1	1	1	1.0
127	3	6	1	0.16666666666666666
1	1	1	1	1.0
1	3	6	1	0.16666666666666666
1	3	6	1	0.16666666666666666
68719476736	7	5040	21	0.004166666666666667
65536	6	720	6	0.008333333333333333
4	2	2	2	1.0
7	2	2	1	0.5
28023253746430226407495915203076642133	7	5040	140	0.027777777777777776
7	2	2	1	0.5
75642964035023	6	720	180	0.25
2	2	2	2	1.0
5	2	2	2	1.0
1	1	1	1	1.0
1	2	2	1	0.5
8323327	6	720	15	0.020833333333333332
1	4	24	1	0.041666666666666664
1	1	1	1	1.0
15	5	120	10	0.08333333333333333
1	2	2	1	0.5
7	2	2	1	0.5
1	1	1	1	1.0
2	1	1	1	1.0
1	1	1	1	1.0
10	2	2	2	1.0
7340273	5	120	20	0.16666666666666666
1	1	1	1	1.0
1	1	1	1	1.0
1	4	24	1	0.041666666666666664
32767	4	24	1	0.041666666666666664
127	3	6	1	0.16666666666666666
7	2	2	1	0.5
7	2	2	1	0.5
1	1	1	1	1.0
3	3	6	3	0.5
8	3	6	3	0.5
7	3	6	3	0.5
1807	5	120	10	0.08333333333333333
2	1	1	1	1.0
2	1	1	1	1.0
1	1	1	1	1.0
2	1	1	1	1.0
2	2	2	2	1.0
7	2	2	1	0.5
8	2	2	1	0.5
1	2	2	1	0.5
1	1	1	1	1.0
2	2	2	2	1.0
2	1	1	1	1.0
112	3	6	3	0.5
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
2	2	2	2	1.0
128	4	24	4	0.16666666666666666
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	3	6	1	0.16666666666666666
1	1	1	1	1.0
2	1	1	1	1.0
1	1	1	1	1.0
2	1	1	1	1.0
1	2	2	1	0.5
1	2	2	1	0.5
1	1	1	1	1.0
113	3	6	3	0.5
1	3	6	1	0.16666666666666666
1	1	1	1	1.0
1	1	1	1	1.0
1	2	2	1	0.5
1	2	2	1	0.5
1	1	1	1	1.0
2	1	1	1	1.0
1	1	1	1	1.0
1	2	2	1	0.5
7	3	6	3	0.5
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
7	2	2	1	0.5
19	3	6	3	0.5
1	1	1	1	1.0
1	1	1	1	1.0
1	2	2	1	0.5
1	1	1	1	1.0
1	2	2	1	0.5
1	1	1	1	1.0
1	2	2	1	0.5
5	3	6	3	0.5
238	3	6	3	0.5
1	1	1	1	1.0
5	2	2	2	1.0
1	1	1	1	1.0
2	2	2	2	1.0
2	1	1	1	1.0
7	2	2	1	0.5
7	2	2	1	0.5
2	1	1	1	1.0
7	2	2	1	0.5
3	2	2	2	1.0
5	2	2	2	1.0
3	2	2	2	1.0
1	1	1	1	1.0
4	2	2	2	1.0
1	1	1	1	1.0
4352	4	24	12	0.5
5	3	6	3	0.5
112	3	6	3	0.5
1	2	2	1	0.5
1	1	1	1	1.0
8	3	6	3	0.5
514	4	24	12	0.5
1	3	6	1	0.16666666666666666
2	3	6	3	0.5
1	1	1	1	1.0
1	2	2	1	0.5
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
19717	5	120	30	0.25
7	3	6	3	0.5
1	2	2	1	0.5
119	3	6	3	0.5
64424509455	6	720	20	0.027777777777777776
2	3	6	3	0.5
7	2	2	1	0.5
36973787248647074607508488191	7	5040	140	0.027777777777777776
7	2	2	1	0.5
11042360961723	6	720	180	0.25
1	1	1	1	1.0
1	1	1	1	1.0
7	2	2	1	0.5
19	3	6	3	0.5
2	2	2	2	1.0
5	2	2	2	1.0
1	1	1	1	1.0
1	2	2	1	0.5
5348243604176947	6	720	15	0.020833333333333332
1	4	24	1	0.041666666666666664
1	1	1	1	1.0
771	5	120	10	0.08333333333333333
1	2	2	1	0.5
7	2	2	1	0.5
1	1	1	1	1.0
2	1	1	1	1.0
1	1	1	1	1.0
55	3	6	3	0.5
12	2	2	2	1.0
31807733241413887	6	720	30	0.041666666666666664
29175	4	24	4	0.16666666666666666
32639	4	24	4	0.16666666666666666
6872493028672495455	6	720	180	0.25
1	1	1	1	1.0
1	4	24	1	0.041666666666666664
32767	4	24	1	0.041666666666666664
127	3	6	1	0.16666666666666666
7	2	2	1	0.5
7	2	2	1	0.5
7	2	2	1	0.5
14103	4	24	12	0.5
32	3	6	3	0.5
21	3	6	3	0.5
4915	5	120	10	0.08333333333333333
2	1	1	1	1.0
1	1	1	1	1.0
2	1	1	1	1.0
2	2	2	2	1.0
7	2	2	1	0.5
8	2	2	1	0.5
1	2	2	1	0.5
1	1	1	1	1.0
2	2	2	2	1.0
2	1	1	1	1.0
42	3	6	3	0.5
1	1	1	1	1.0
1	1	1	1	1.0
1	2	2	1	0.5
4	2	2	2	1.0
8192	4	24	4	0.16666666666666666
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	3	6	1	0.16666666666666666
1	1	1	1	1.0
2	1	1	1	1.0
1	1	1	1	1.0
2	1	1	1	1.0
1	2	2	1	0.5
1	2	2	1	0.5
1	1	1	1	1.0
113	3	6	3	0.5
1	3	6	1	0.16666666666666666
1	1	1	1	1.0
1	1	1	1	1.0
1	2	2	1	0.5
1	2	2	1	0.5
1	1	1	1	1.0
1	2	2	1	0.5
21	3	6	3	0.5
1	1	1	1	1.0
43	3	6	3	0.5
8	2	2	1	0.5
1	2	2	1	0.5
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
5	2	2	2	1.0
1	1	1	1	1.0
7	2	2	1	0.5
7	2	2	1	0.5
7	2	2	1	0.5
1	1	1	1	1.0
8	3	6	3	0.5
2	1	1	1	1.0
19	3	6	3	0.5
2	2	2	2	1.0
614750731635296392	6	720	60	0.08333333333333333
17	3	6	3	0.5
48	3	6	6	1.0
8138269444283625712	6	720	6	0.008333333333333333
2	1	1	1	1.0
127	3	6	1	0.16666666666666666
1	1	1	1	1.0
262148	5	120	20	0.16666666666666666
4	4	24	4	0.16666666666666666
512	7	5040	21	0.004166666666666667
16	6	720	6	0.008333333333333333
4	2	2	2	1.0
11	3	6	6	1.0
1	1	1	1	1.0
1	2	2	1	0.5
1383505805528216371	6	720	6	0.008333333333333333
1	2	2	1	0.5
1	2	2	1	0.5
1	2	2	1	0.5
1	1	1	1	1.0
1	3	6	1	0.16666666666666666
77	3	6	3	0.5
2	2	2	2	1.0
7	2	2	1	0.5
1	1	1	1	1.0
1	3	6	1	0.16666666666666666
7	2	2	1	0.5
1	3	6	1	0.16666666666666666
2	1	1	1	1.0
7	2	2	1	0.5
2	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
7	2	2	1	0.5
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
8	2	2	1	0.5
42	3	6	3	0.5
1	1	1	1	1.0
1	2	2	1	0.5
1	1	1	1	1.0
10922	4	24	4	0.16666666666666666
1	1	1	1	1.0
127	3	6	1	0.16666666666666666
2	1	1	1	1.0
2	1	1	1	1.0
4	2	2	2	1.0
76	3	6	3	0.5
7	2	2	1	0.5
7	2	2	1	0.5
1	1	1	1	1.0
2	2	2	2	1.0
1	1	1	1	1.0
1	1	1	1	1.0
7	2	2	1	0.5
1	1	1	1	1.0
7	2	2	1	0.5
1	1	1	1	1.0
11	2	2	2	1.0
1	2	2	1	0.5
32	3	6	3	0.5
1	2	2	1	0.5
1	1	1	1	1.0
1	3	6	1	0.16666666666666666
1	2	2	1	0.5
8388608	5	120	5	0.041666666666666664
128	4	24	4	0.16666666666666666
1	1	1	1	1.0
16576	4	24	6	0.25
2184	4	24	6	0.25
64	3	6	3	0.5
20239	4	24	12	0.5
16	3	6	3	0.5
1	1	1	1	1.0
7	2	2	1	0.5
127	3	6	1	0.16666666666666666
32768	4	24	1	0.041666666666666664
8	2	2	1	0.5
1	1	1	1	1.0
4	2	2	2	1.0
10752	4	24	6	0.25
1	1	1	1	1.0
76	3	6	3	0.5
1	1	1	1	1.0
1547425049178782937745719296	7	5040	630	0.125
259	4	24	6	0.25
2	1	1	1	1.0
261	4	24	6	0.25
273	4	24	6	0.25
2	1	1	1	1.0
1	3	6	1	0.16666666666666666
21	4	24	6	0.25
1	3	6	1	0.16666666666666666
1	3	6	1	0.16666666666666666
325786204258654956202244909826048	7	5040	210	0.041666666666666664
1	3	6	1	0.16666666666666666
1	1	1	1	1.0
1	2	2	1	0.5
8	2	2	1	0.5
23	3	6	1	0.16666666666666666
1	1	1	1	1.0
1	1	1	1	1.0
127	3	6	1	0.16666666666666666
2147483647	5	120	1	0.008333333333333333
2	2	2	2	1.0
42	3	6	3	0.5
1	1	1	1	1.0
1	3	6	1	0.16666666666666666
7	2	2	1	0.5
32	3	6	3	0.5
10752	4	24	6	0.25
512	4	24	6	0.25
2	2	2	2	1.0
4	2	2	2	1.0
1	1	1	1	1.0
1	1	1	1	1.0
2	1	1	1	1.0
1	1	1	1	1.0
2	2	2	2	1.0
2	2	2	2	1.0
4	2	2	2	1.0
2	1	1	1	1.0
2	1	1	1	1.0
43	3	6	3	0.5
128	3	6	1	0.16666666666666666
32768	5	120	5	0.041666666666666664
1	1	1	1	1.0
1087635520	5	120	10	0.08333333333333333
1	1	1	1	1.0
1	1	1	1	1.0
1896878080	5	120	10	0.08333333333333333
77	3	6	3	0.5
8	2	2	1	0.5
8	2	2	1	0.5
1	1	1	1	1.0
7	2	2	1	0.5
8	2	2	1	0.5
8	2	2	1	0.5
7	2	2	1	0.5
1	1	1	1	1.0
22357	4	24	12	0.5
16	3	6	3	0.5
1	1	1	1	1.0
1	1	1	1	1.0
1	3	6	1	0.16666666666666666
2	2	2	2	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	2	2	1	0.5
1	1	1	1	1.0
1	1	1	1	1.0
7	2	2	1	0.5
87	3	6	3	0.5
7	2	2	1	0.5
7	2	2	1	0.5
87	3	6	3	0.5
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
7	2	2	1	0.5
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
127	3	6	1	0.16666666666666666
1	1	1	1	1.0
7	2	2	1	0.5
1	1	1	1	1.0
1	2	2	1	0.5
1	1	1	1	1.0
1	1	1	1	1.0
7	2	2	1	0.5
1	3	6	1	0.16666666666666666
4	3	6	3	0.5
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
127	3	6	1	0.16666666666666666
7	2	2	1	0.5
1	1	1	1	1.0
1	4	24	1	0.041666666666666664
31	3	6	3	0.5
1	1	1	1	1.0
1	1	1	1	1.0
1	2	2	1	0.5
1	2	2	1	0.5
1	1	1	1	1.0
84	3	6	3	0.5
7	2	2	1	0.5
1	1	1	1	1.0
1	1	1	1	1.0
1	2	2	1	0.5
4	2	2	2	1.0
112	3	6	3	0.5
19456	4	24	6	0.25
8388608	5	120	5	0.041666666666666664
2184	4	24	6	0.25
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
2184	5	120	30	0.25
13292279970847529141534563489244250112	7	5040	105	0.020833333333333332
938650983355393824481130449268085972937926545200246266726438205470574592	8	40320	1680	0.041666666666666664
1	1	1	1	1.0
224389577331755731663407403168410700394952641581815628902289291962113589247	8	40320	336	0.008333333333333333
1	1	1	1	1.0
1	1	1	1	1.0
86071422161524406629995722985837690880	7	5040	35	0.006944444444444444
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
90783502887282949451143263767209443328	7	5040	1260	0.25
1	1	1	1	1.0
1	1	1	1	1.0
16384	5	120	10	0.08333333333333333
42535295914635665094503687038783496192	7	5040	420	0.08333333333333333
12207	4	24	12	0.5
1	1	1	1	1.0
2	1	1	1	1.0
2	1	1	1	1.0
1	1	1	1	1.0
1	2	2	1	0.5
1	2	2	1	0.5
4	3	6	3	0.5
1	1	1	1	1.0
69	4	24	12	0.5
1	1	1	1	1.0
4	4	24	4	0.16666666666666666
